,Title,Company Name,Location,Date Of Puplication,skills,Salary,Requirements
46,Process Engineer,"Wood  Dubai, United Arab Emirates
6 days ago","Dubai, United Arab Emirates",6 days ago,"Full Time
Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical
· Engineering
· Computer Science
· Information Technology (IT)
· Mechanical Engineering
· Production
· Software Engineering
· Software Development",Confidential,Null
47,Blockchain Developer,"Redford Recruiters  Abu Dhabi, United Arab Emirates
6 days ago","Abu Dhabi, United Arab Emirates",6 days ago,"Full Time
Not specified · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Software Development
· Blockchain
· Computer Science
· Software Engineering
· Engineering
· ASP.NET",Confidential,Null
48,Cloud Solution Engineer,"Jordan Dreams  Dubai, United Arab Emirates
6 days ago","Dubai, United Arab Emirates",6 days ago,"Full Time
Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Engineering
· Cloud
· Computer Engineering
· Software Engineering
· AWS",Confidential,Null
49,Application Development Supervisor,"Xceed Contact Center  Maadi, Cairo, Egypt
13 days ago","Maadi, Cairo, Egypt",13 days ago,"Full Time
Experienced · 5 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Software
· Programming
· SQL
· Software Engineering
· Software Development
· Computer Science
· Engineering
·
Python","Confidential, - Medical Insurance - Profit Share","Bachelor's degree in a relevant computer science or communications major, software engineering, Or related field.
Languages: fluent English (oral/written)
5 years of working experience. Previous experience in Software development.
Excellent leadership and people management skills.
Excellent knowledge of Developing Applications using .Net Technologies (C sharp, .net core, EF..etc) on MS SQL server database
Knowledge of Python, SSIS, SSRS, power BI, and tableau. 
Strong analytical skills
Excellent mathematical and problem-solving skills.
Excellent communication and teamwork skills.
Strongly detail-oriented with an ability to quickly identify and solve programming errors"
50,Data Analyst,"Deriv  Dubai, United Arab Emirates
13 days ago","Dubai, United Arab Emirates",13 days ago,"Full Time
Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· Data Analysis
· Analysis
· Computer Science
· Information Technology (IT)
· SQL
· Microsoft Office
· Microsoft Excel",Confidential,Null
51,Data Analyst,"Eep  Dubai, United Arab Emirates
7 days ago","Dubai, United Arab Emirates",7 days ago,"Full Time
Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· Data Analysis
· Analysis
· Computer Science
· Information Technology (IT)
· SQL
· Microsoft Office
· Microsoft Excel",Confidential,Null
52,Process Engineer - Utilities (3505),"Eram Talent  Riyadh, Saudi Arabia
7 days ago","Riyadh, Saudi Arabia",7 days ago,"Full Time
Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical
· Engineering
· Computer Science
· Information Technology (IT)
· Mechanical Engineering
· Production
· Software Engineering
· Software Development",Confidential,Null
53,Process Engineer - Hydrocracker (3509),"Eram Talent  Riyadh, Saudi Arabia
7 days ago","Riyadh, Saudi Arabia",7 days ago,"Full Time
Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical
· Engineering
· Computer Science
· Information Technology (IT)
· Mechanical Engineering
· Production
· Software Engineering
· Software Development",Confidential,Null
54,[Dubai] Senior Backend Engineer (Rust),"Syndica  Dubai, United Arab Emirates
7 days ago","Dubai, United Arab Emirates",7 days ago,"Full Time
Not specified · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Software Development
· Computer Science
· Software Engineering
· AWS
· SQL
· Back-End",Confidential,Null
55,[Dubai] Senior Backend Engineer (Go),"Syndica  Dubai, United Arab Emirates
7 days ago","Dubai, United Arab Emirates",7 days ago,"Full Time
Not specified · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Software Development
· Computer Science
· Software Engineering
· AWS
· SQL
· Back-End",Confidential,Null
56,Senior Software Engineer,"Puffin  Sheikh Zayed, Giza, Egypt
8 days ago","Sheikh Zayed, Giza, Egypt",8 days ago,"Full Time
Experienced · IT/Software Development ·
Python
· Software Development
· NoSQL
· Algorithms
· Unit Testing
· Cloud
· Architecture
· Microservices
· Back-End Development",Confidential,"Requirements:
Strong proficiency in programming languages and a deep understanding of their concepts and principles.
Knowledge of database systems and experience in designing efficient database structures.
Strong problem-solving skills and the ability to write efficient and optimized code.
Experience with version control systems and knowledge of branching models.
Familiarity with cloud platforms and services.
Experience with performance profiling and optimization techniques.
Excellent communication and collaboration skills.
Preferred Qualifications:
Experience with distributed systems and microservices architecture.
Familiarity with front-end technologies like HTML, CSS, and JavaScript.
Knowledge of machine learning frameworks and algorithms.
 If you are passionate about writing clean and efficient code, implementing integrations, and working on challenging algorithms, we would love to hear from you. Join our team and make a significant impact on our software solutions.
Please include your GitHub portfolio or code samples showcasing your software development skills.
To apply, please submit your resume and a cover letter outlining your relevant experience and accomplishments. Only shortlisted candidates will be contacted."
57,Devops Engineer,"Valify  Maadi, Cairo, Egypt
8 days ago","Maadi, Cairo, Egypt",8 days ago,"Full Time
Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· DevOps
· AWS
·
Python
· Software Development
· Bash
· Docker
· Kubernetes
· ELK stack",Confidential,"At least 2 years professional experience in a devops role
Bsc. in Computer Science or related discipline
Experience in containerization and orchestration using Docker and Kubernetes
Experience with monitoring and logging tools such as Prometheus, Grafana, ELK stack, or equivalent
Strong scripting skills in languages like Bash and Python
Strong understanding and familiarity with AWS
Exceptional problem-solving and troubleshooting abilities
Ability to work independently and communicate effectively
Strong attention to detail and discipline in abiding by documentation and guidelines
Very good command of written English and documentation"
58,AI Developer,"Bydotpy  New Cairo, Cairo, Egypt
14 days ago","New Cairo, Cairo, Egypt",14 days ago,"Full Time
Experienced · 2+ Yrs of Exp · IT/Software Development
· AI
· Computer Science
· Computer Vision
· Frameworks
· Information Technology (IT)
· NLP
·
Python
· Data
· Software Development","Confidential, + Medical And Social Insurance","2+ years experience developing AI/ML solutions with Python and frameworks like TensorFlow.
Understanding of computer vision, NLP and data mining techniques for mobile apps.
Ability to build, iterate and deploy deep neural network models.
Strong grasp of AI model optimization, testing and maintenance.
Collaborative team player with good communication skills.
 Ideal Candidates Will Also Have:
Bachelor, Masters or PhD degree in AI, Computer Science or related technical field.
Experience with AI on mobile platforms and low-latency TensorFlow.
Startup experience taking AI solutions from prototype to production.
Commercial deployment of chatbots, recommender systems or digital assistants.
Passion for staying on top of AI innovations and industry applications.
 Work Condition:- ON SITE
Work Location (Fifth Settlement, New Cairo).
Full-time from Office (5 days a week from 10 AM to 6 PM )"
59,Senior Data Scientist - Hybrid,"Seoudi Supermarket  Sheikh Zayed, Giza, Egypt
14 days ago","Sheikh Zayed, Giza, Egypt",14 days ago,"Full Time
Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· Analysis
· Computer Science
· Data Analysis
· Data Science
· Machine Learning
· SQL
·
Python",Confidential,"Bachelor's or master's degree in computer science, Statistics, Mathematics, or a related field.
Strong programming skills in Python and R. Proficiency in SQL is required.
Minimum of 3 years of experience in data science or a related field.
Solid understanding of statistical analysis, machine learning, and data mining techniques.
Experience with data cleaning, preprocessing, and exploratory data analysis.
Proficiency in utilizing data science libraries and frameworks (e.g., Pandas, NumPy, scikit-learn, TensorFlow, Py Torch).
Experience building forecasting models using machine learning and deep learning techniques.
Ability to perform advanced statistical analysis, including statistical testing and measuring statistical feature associations.
Proficiency in business intelligence tools such as Tableau or Power BI, with the ability to build custom live/near live dashboards with complex functionality.
Ability to write optimized SQL queries for data analysis and data retrieval."
60,DevOps Engineer,"Caliberly  Dubai, United Arab Emirates
15 days ago","Dubai, United Arab Emirates",15 days ago,"Full Time
Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Computer Science
· Information Technology (IT)
· DevOps
· Software Development
· Software Engineering
· Engineering
· Computer Engineering",Confidential,Null
61,Platform Reliability Engineer,"Investsky  Dubai, United Arab Emirates
16 days ago","Dubai, United Arab Emirates",16 days ago,"Full Time
Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Engineering
· Computer Science
· Information Technology (IT)
· AWS
· DevOps
· Maintenance
· B2B",Confidential,Null
62,Data Engineer,"Dr. Sulaiman Al Habib Medical Group  Riyadh, Saudi Arabia
13 days ago","Riyadh, Saudi Arabia",13 days ago,"Full Time
Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Computer Engineering
· Engineering
· Software Engineering
· Software Development
· SQL",Confidential,Null
63,Data Analyst Specialist,"Professional Recruitment  Riyadh, Saudi Arabia
13 days ago","Riyadh, Saudi Arabia",13 days ago,"Full Time
Not specified · 3+ Yrs of Exp · Administration · IT/Software Development · Analyst/Research
· Microsoft Office
· Data Entry
· Administration
· Data Analysis
· Analysis
· Computer Science
· Information Technology (IT)",Confidential,"Skills
Qualifications Ability to analyze data
The ability to identify weaknesses
 The ability to build performance indicators
 Ability to prepare reports 
 Responsibility
 Teamwork
 Adhere to directions
 Commitment to the administrative hierarchy
organizational"
64,Inspection Engineer I,"Yanbu Aramco Sinopec Refining Company (YASREF)  Yanbu, Saudi Arabia
13 days ago","Yanbu, Saudi Arabia",13 days ago,"Full Time
Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical
· Engineering
· Computer Science
· Information Technology (IT)
· Java
· Software Engineering
·
Python
· Technical Support",Confidential,Null
65,Learning & Quality Executive,"Kempinski Hotels  Doha, Qatar
15 days ago","Doha, Qatar",15 days ago,"Full Time
Not specified · IT/Software Development · Engineering - Telecom/Technology · Education/Teaching
· Education
· Learning
· Training
· Information Technology (IT)
· Computer Science
· Teaching
· E-Learning",Confidential,Null
66,Junior Data Analyst,"Cleartrip  Dubai, United Arab Emirates
16 days ago","Dubai, United Arab Emirates",16 days ago,"Full Time
Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· Data Analysis
· Analysis
· Computer Science
· Information Technology (IT)
· Microsoft Office
· SQL
· Microsoft Excel",Confidential,Null
67,AFC Data Analyst (Automatic Fare Collection System),"SNCLavalin  Riyadh, Saudi Arabia
16 days ago","Riyadh, Saudi Arabia",16 days ago,"Full Time
Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· Data Analysis
· Analysis
· Computer Science
· Information Technology (IT)
· Microsoft Office
· SQL
· Microsoft Excel",Confidential,Null
68,Full time live in housekeeper,"GreatAuPair, LLC  Riyadh, Saudi Arabia
16 days ago","Riyadh, Saudi Arabia",16 days ago,"Full Time
Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical
· information technology (it)
· computer science
· computer engineering
·
python
· education
· housekeeping
· it",Confidential,Null
69,Vertica Data Engineer,"Dautom  Dubai, United Arab Emirates
16 days ago","Dubai, United Arab Emirates",16 days ago,"Full Time
Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Engineering
· Computer Engineering
· SQL
·
Python
· Software Development",Confidential,Null
70,Host,"UrbaCon Contracting & Trading Company  Doha, Qatar
16 days ago","Doha, Qatar",16 days ago,"Full Time
Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Computer Engineering
· Customer Service
· Customer Care
· Customer Support
· Linux",Confidential,Null
71,Learning & Development Executive,"Mandarin Oriental Hotel Group Limited  Abu Dhabi, United Arab Emirates
16 days ago","Abu Dhabi, United Arab Emirates",16 days ago,"Full Time
Not specified · IT/Software Development · Engineering - Telecom/Technology · Education/Teaching
· Education
· Learning
· Training
· Information Technology (IT)
· Computer Science
· Teaching
· E-Learning",Confidential,Null
72,Wanted ! Full-time live-in Nanny/Housekeeper,"GreatAuPair, LLC  Riyadh, Saudi Arabia
16 days ago","Riyadh, Saudi Arabia",16 days ago,"Full Time
Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical
· computer engineering
· computer science
· information technology (it)
·
python",Confidential,Null
73,System Architect - Hybird,"GET Group Egypt  Heliopolis, Cairo, Egypt
20 days ago","Heliopolis, Cairo, Egypt",20 days ago,"Full Time
Experienced · 8+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Architect
· Computer Science
· Engineering
· Information Technology (IT)
· system
· Architecture
· Cloud Architect
· PowerShell",Confidential,"10+ Years of experience in the technology and infrastructure field.
Experience in On-Premise infrastructure related.
Hands-on Public/Private Cloud Architect related.
Extensive experience on Network or Data Security tracks.
Experience in Database (R/ Non-R) related.
Virilization experiences from an infrastructure perspective (VMs/Dockers/Orchestrator).
Hands-on scripting languages, such as Python, PowerShell, and Bash.
Information System Security knowledge.
Project Management orientated.
ITIL (highly recommended).
Required Skills:
Excellent communication skills with a strong customer focus.
Demonstrated interpersonal skills including communication, mentoring, coaching, and the ability to interact with colleagues at all levels.
Hands-on experience with business requirements gathering/analysis.
Extensive experience in developing strategic systems architecture plans.
Strong understanding of information processing principles and practices.
Excellent architecture and technical support documentation skills.
Ability to present ideas in user-friendly language.
Able to prioritize and execute tasks in a high-pressure environment.
Experience working in a team-oriented, collaborative environment.
Good knowledge of applicable data privacy practices and laws.
Proven project planning and management experience.
Able to work within Agile-Scrum Methodology."
74,DevOps Engineer,"ECS ME  Dubai, United Arab Emirates
21 days ago","Dubai, United Arab Emirates",21 days ago,"Full Time
Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Computer Science
· Information Technology (IT)
· DevOps
· Software Development
· Software Engineering
· Engineering
· Computer Engineering",Confidential,Null
75,"Product Data Analyst Dubai, UAE Business Intelligence Team","Easygenerator  Dubai, United Arab Emirates
21 days ago","Dubai, United Arab Emirates",21 days ago,"Full Time
Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· computer science
· information technology (it)
· analysis
·
python
· sql
· bi
· cloud",Confidential,Null
76,Tech Lead,"Salem Ventures  New Cairo, Cairo, Egypt
21 days ago","New Cairo, Cairo, Egypt",21 days ago,"Full Time
Senior Management · 5 - 10 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology
· Computer Science
· Frameworks
· Development
· Information Technology (IT)
· Node.js
· Programming
· Js","Confidential, Incentive Per Project , Medical Insurance","Bachelor's degree in Computer Science or related field
5+ years of experience in software development, with a focus on back-end technologies
Proven experience in leading and mentoring development teams
Experience in designing and developing scalable, secure, and high-performance software solutions
Strong knowledge of at least one programming language and related frameworks (e.g., Node.js, Python, Ruby on Rails)
Excellent problem-solving and analytical skills
Strong communication and interpersonal skills, with the ability to collaborate effectively with stakeholders and team members
If you are a passionate and driven software development professional looking to take your career to the next level, we encourage you to apply for this exciting opportunity."
77,Senior Data Scientist,"BBIConsultancy  Nasr City, Cairo, Egypt
21 days ago","Nasr City, Cairo, Egypt",21 days ago,"Full Time
Experienced · 4+ Yrs of Exp · IT/Software Development
· Big Data
· Computer Science
· Data Analytics
· Data Science
· Data
· data scientist
· Information Technology (IT)
· Mathematics
· Science",Confidential,"Senior Data Scientist with at least 4 years of experience Experience in previous projects financial sector is a plus He/She will be part of the big data analytics team and will engage in AI implementation on the customer side. Skills required: 
- 4 years of experience in data science . 
- Solid understanding of Artificial intelligence models and different use cases implementations. 
- Solid scripting skills in Python. 
- Solid understanding of Mathematics and probability behind the AI models implementation. 
- Experience in AI solutions such as Data Robot or Dataiku is a plus. 
- Experience in Financial Sector is a plus. "
78,Data Analyst,"ArmaHSA  New Cairo, Cairo, Egypt
22 days ago","New Cairo, Cairo, Egypt",22 days ago,"Full Time
Experienced · 3 - 5 Yrs of Exp · Analyst/Research
· Data Analysis
· Computer Science
· Information Technology (IT)
· Reporting
· Power BI
· IT
· analytical
· Engineering
· English",Confidential,"BS in Mathematics, Economics, Computer Science, Information Management or Statistics.
3 to 5 years of experience in business analysis & data analysis.
Excellent Command of English.
Experience in using SAP system is a must.
Good Knowledge at Sales BUZZ.
IT background.
High Command of report generating software (Power BI, Tableau or SSRS).
Good Knowledge of analytic/programming languages like SQL, Python or R.
Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc…).
Experience with Business Process& Task Management tools e.g., Click Up, Trello, Monday...etc.
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy."
79,Learning & Engagement Officer (Outreach Lead),"Al Nahiya Group  Abu Dhabi, United Arab Emirates
21 days ago","Abu Dhabi, United Arab Emirates",21 days ago,"Full Time
Not specified · IT/Software Development · Engineering - Telecom/Technology · Education/Teaching
· Education
· Learning
· Training
· Information Technology (IT)
· Computer Science
· Teaching
· E-Learning",Confidential,Null
80,Data Scientist & Artificial Intelligence Engineer (3471),"Eram Talent  Riyadh, Saudi Arabia
21 days ago","Riyadh, Saudi Arabia",21 days ago,"Full Time
Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology ·
Python
· Computer Science
· Information Technology (IT)
· SQL
· Data Science
· Data Scientist
· Machine Learning",Confidential,Null
81,Senior Data & Cloud Architect (IIRIS),"Informa PLC  Dubai, United Arab Emirates
26 days ago","Dubai, United Arab Emirates",26 days ago,"Full Time
Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Engineering
· SQL
· Microsoft Office
· Software Development
· Software Engineering",Confidential,Null
82,Senior Full Stack Developer,"Filkhedma  New Cairo, Cairo, Egypt
27 days ago","New Cairo, Cairo, Egypt",27 days ago,"Full Time
Experienced · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Computer Science
· CSS
· front-end
· HTML
· Information Technology (IT)
· JavaScript
· MySQL
· Programming",Confidential," Extensive programming experience (Python and JavaScript).
Experience building and debugging complex systems in a team environment.
Experience with modern browser technologies based on JavaScript, HTML, and CSS (React, Redux, SASS, etc.).
Experience in building web systems with Django or Flask, GraphQL, or other similar web frameworks.
Knowledge and experience with data store technologies such as MySQL, PostgreSQL and Redis.
Strong computer science fundamentals: data structures, algorithms and programming languages.
Strong knowledge of common design patterns. (MVP, MVVM)
Experience working with Docker, Docker Compose to setup/change local environments.
Experience working closely with the product team, designers, and other developers
You are comfortable working in a tech startup environment.
Fluency in the English language 
Bonus points
Degree in computer science (BSc, MSc) or equivalent.
Experience developing location-aware applications.
GitHub account with cool projects you've built or contributed to.
Experience developing testing suites for front-end and back-end services.
Amazon Web Services experience.
Experience working with Kubernetes, Amazon ECS or any other container orchestration tooling.
Experience writing CI/CD pipelines for Jenkins / CircleCI or the like.
Experience working with Message Queuing (Amazon SQS, RabbitMQ or the like )
Experience developing apps using flutter."
83,Quantitative Researcher Futures MFT - Dubai,"Harcourt Patterson Group  Dubai, United Arab Emirates
27 days ago","Dubai, United Arab Emirates",27 days ago,"Full Time
Not specified · Marketing/PR/Advertising · Analyst/Research · Sales/Retail
· marketing
· market research
· sales
· customer service
· research
· analysis
· computer science",Confidential,Null
84,ML Customer engineering manager,"Dataloop Ltd  Abu Dhabi, United Arab Emirates
27 days ago","Abu Dhabi, United Arab Emirates",27 days ago,"Full Time
Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology
· engineering
· information technology (it)
· computer science
· sales
· software
· javascript
·
python",Confidential,Null
85,Data Analyst,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C.  Dubai, United Arab Emirates
27 days ago","Dubai, United Arab Emirates",27 days ago,"Full Time
Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· Data Analysis
· Analysis
· Computer Science
· Information Technology (IT)
· SQL
· Microsoft Office
· Microsoft Excel",Confidential,Null
86,Senior Data Engineer,"FlairsTech  Cairo, Egypt
27 days ago","Cairo, Egypt",27 days ago,"Full Time
Experienced · 4 - 6 Yrs of Exp · IT/Software Development
· Azure
· TDD
· Continuous Refactoring
· Data Engineering
· Java
·
Python
· Snowflake",Confidential,"4+ years of software engineering experience, preferably within Extreme Programming environment (TDD, Pair Programming, Simple Design, and Continuous Refactoring)
Proven experience as a Data Engineer or similar role, with a strong track record of designing and implementing data pipelines and data integration solutions.
Proficiency in programming languages such as Python, Java, or C#.
Experience with data warehousing concepts and technologies (e.g., Amazon Redshift, Google BigQuery, Snowflake).
Familiarity with ETL tools and frameworks (e.g., Apache Spark).
Knowledge of cloud platforms (e.g., AWS, Azure, Google Cloud) and their data services"
87,Data Engineer,"Salt Search Ltd  Dubai, United Arab Emirates
25 days ago","Dubai, United Arab Emirates",25 days ago,"Full Time
Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Computer Engineering
· Engineering
· Software Engineering
· Software Development
· SQL",Confidential,Null
88,Process Engineer (7/08/2023),"MphExperts  Doha, Qatar
25 days ago","Doha, Qatar",25 days ago,"Full Time
Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical
· Engineering
· Computer Science
· Information Technology (IT)
· Mechanical Engineering
· Production
· Software Engineering
· Software Development",Confidential,Null
89,Learning & Development Officer - UAE National,"Amwaj Rotana  Jumeirah Beach Residence  Dubai, United Arab Emirates
25 days ago","Dubai, United Arab Emirates",25 days ago,"Full Time
Not specified · IT/Software Development · Engineering - Telecom/Technology · Education/Teaching
· Education
· Learning
· Training
· Information Technology (IT)
· Computer Science
· Teaching
· E-Learning",Confidential,Null
90,Linux embedded engineer,"Luxoft  Cairo, Egypt
25 days ago","Cairo, Egypt",25 days ago,"Full Time
Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Linux
· Engineering
· Computer Engineering
· Software Engineering
· Embedded Systems",Confidential,Null
91,"Learning Associate, Learning & Development","Souq.com for ECommerce LLC  Cairo, Egypt
25 days ago","Cairo, Egypt",25 days ago,"Full Time
Not specified · IT/Software Development · Engineering - Telecom/Technology · Training/Instructor ·
Python
· Computer Science
· Information Technology (IT)
· Training
· Machine Learning
· Education
· Learning",Confidential,Null
92,Process Engineer (JO018497),"MphExperts  Dubai, United Arab Emirates
25 days ago","Dubai, United Arab Emirates",25 days ago,"Full Time
Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical
· Engineering
· Computer Science
· Information Technology (IT)
· Mechanical Engineering
· Production
· Software Engineering
· Software Development",Confidential,Null
93,GIS Developer,"Giza Arabia Systems  Cairo, Egypt
28 days ago","Cairo, Egypt",28 days ago,"Full Time
Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· GIS
· Software Development
· Computer Science
· Software Engineering
· javaScript
· Engineering",Confidential,Null
94,Intelligence Operations Integrator - Deployed,"Barbaricum, LLC  Doha, Qatar
28 days ago","Doha, Qatar",28 days ago,"Full Time
Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology
· information technology (it)
· computer science
· engineering
· sales
· operations
· java
· html",Confidential,Null
95,Data Center Engineer,"VAS Integrated Solutions  Cairo, Egypt
26 days ago","Cairo, Egypt",26 days ago,"Full Time
Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Engineering
· Computer Engineering
· Data Center
· Sales
· Software Engineering",Confidential,Null
96,Data Analyst,"Bragonatech  Dubai, United Arab Emirates
27 days ago","Dubai, United Arab Emirates",27 days ago,"Full Time
Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· Data Analysis
· Analysis
· Computer Science
· Information Technology (IT)
· SQL
· Microsoft Office
· Microsoft Excel",Confidential,Null
97,Data Center Engineer,"Giza Arabia Systems  Cairo, Egypt
27 days ago","Cairo, Egypt",27 days ago,"Full Time
Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Engineering
· Computer Engineering
· Data Center
· Sales
· Software Engineering",Confidential,Null
98,Senior AI engineer,"eT3  Tomorrow Information Technology  Cairo, Egypt
30 days ago","Cairo, Egypt",30 days ago,"Full Time
Experienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Computer Science
· NLP
·
Python
· AI
· NoSQL
· RESTful API
· API",Confidential," • 10 + years of experience in Software development 
• 6+ more years of experience in applying AI to practical and comprehensive technology solutions • Experience with ML, deep learning, Tensor Flow, Python, NLP
 • Experience in program leadership, governance, and change enablement 
• Very good knowledge of algorithms, object-oriented design principles, and best-practice patterns
 • Experience in REST API development, NoSQL database design, and RDBMS design and optimizations
 Job Requirements
 • Bachelor’s degree or several years of experience in computer science, data science, software development, or another related field; a master’s degree is recommended -
 • Solid understanding of common programming languages used in AI, such as Python, Java, C"
99,Business Analyst,"eT3  Tomorrow Information Technology  Cairo, Egypt
30 days ago","Cairo, Egypt",30 days ago,"Full Time
Experienced · 5 - 8 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· Business Analysis
· Computer Science
· JIRA
· SQL
·
Python
· UAT testing
· Data Analysis",Confidential,"Skills and Experience:
Experience using data with advanced analytics, business intelligence, data warehouse applications, and big data analytics.
Development and implementation of data strategy outcomes for clients
A strong understand of Data Governance and the experience and ability to assist clients implement data governance polices and capabilities
Data analysis including data transformation rules specification
Familiarity with both traditional and agile IT project delivery and development cycles
Excellent written and oral English, with experience preparing and managing documentation of senior level client deliverables
Information gathering techniques such as workshops, meeting facilitation and interviewing experience
Requirements documentation techniques; Epics, User Stories, Use Cases, Functional, Non-functional.
Experience in prototyping techniques.
Experience using diagramming techniques to visualize data flows, current and future state process diagrams.
Industry experience from one or more core industries (finance, insurance, retail, government)
Business organization change implementation and management
Experience or knowledge of testing methodologies and supporting business users with UAT testing
 Technical Competencies- Understanding and/or experience in the following:
Experience with and understanding of data architectures (staging, integration and semantic layers)
Ability to understand relational and dimensional data models.
Knowledge of analytic/programming languages e.g. SQL, Python or R
Understanding of BI toolset spectrum and relevant usage, such as with data visualization and reporting
Understanding of advanced analytics and data science
Requirements management tools: (e.g. JIRA, Quality Centre)
 Qualifications:
5+ years in Business analysis or data analysis experience
Qualifications in IT related domain 
Personal qualities:
Detail focused, resourceful, decisive, problem-solver, flexible and adaptable
Excellent communication and presentation skills
Strong skills in stakeholder management and customer service; able to manage complex relationships and organizations
Organizational competence and the ability to communicate at all levels, experience with large and high-profile organizations
Strong influencing skills to manage key decision-makers in highly political environments
Working effectively in multi-disciplinary and cross-organizational teams
Fast learner, able to quickly learn and understand new technical and business concepts"
100,Wanted: Part-Time Nanny/Home Assistant,"GreatAuPair, LLC  Doha, Qatar
29 days ago","Doha, Qatar",29 days ago,"Full Time
Not specified · IT/Software Development · Marketing/PR/Advertising · Engineering - Telecom/Technology
· computer science
· information technology (it)
· computer engineering
·
python
· english
· education
· creative",Confidential,Null
101,Senior Data Engineer,"Paymob Solutions  Maadi, Cairo, Egypt
1 month ago","Maadi, Cairo, Egypt",1 month ago,"Full Time
Experienced · 3 - 5 Yrs of Exp · IT/Software Development
· Computer Engineering
· Computer Science
· Design
· Database
· Engineering
· Information Technology (IT)
· Programming
·
Python
· SQL",Confidential,"• Bachelor’s degree in computer science, Computer Engineering
• 3-5 years of experience.
• Strong programming skills in languages such as Python.
• Proficiency in data modeling techniques and data integration methodologies.
• Experience with ETL tools and data integration frameworks.
• Knowledge of relational databases, SQL, and database design principles.
• Familiarity with big data technologies and distributed computing frameworks (e.g., Hadoop, Spark).
• Understanding of data warehousing concepts and cloud-based data storage services.
• Experience with data processing and manipulation libraries (e.g., pandas, NumPy).
• Familiarity with data quality assurance processes and data governance principles.
• Experience with data orchestration and scheduling tools like airflow."
